New_Index,Index,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,joy,sadness,anticipation,surprise,anger,fear,disgust,trust,喜び,悲しみ,期待,驚き,怒り,恐れ,嫌悪,信頼
8631,10005,37273,23eLpLRI1NZejKSQfxHGfw,Gabriel Diniz;Jorge & Mateus,Paraquedas,Paraquedas,54,168426,False,0.589,0.937,1,-2.332,1,0.0383,0.652,0.0,0.179,0.809,171.033,4,funk,,,,,,,,,0.49525765,0.057306983,0.25554907,0.08078505,0.013198802,0.021948226,0.056582876,0.019371463
8632,10008,37300,1Mt7JLzBMXjTVKcdeD437t,Snoop Dogg,Bird Of Prey - The Complete Fantasy Playlist,Nuthin But A G'Thang,72,235892,True,0.813,0.676,2,-9.159,1,0.296,0.00842,0.0,0.171,0.705,94.629,4,funk,,,,,,,,,0.59276336,0.039229747,0.26060024,0.03576064,0.00567596,0.016808843,0.024641722,0.02451955
8633,10009,37301,5CLGzJsGqhCEECcpnFQA8x,Rudimental;Jess Glynne;Macklemore;Dan Caplen,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",73,210772,False,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4,funk,,,,,,,,,0.5680749,0.067740425,0.2318961,0.059534173,0.005586376,0.0203574,0.032970656,0.013839985
8634,10010,37302,3a2jFwnts4Cf0OwJbK61SL,Dr. Dre;Eminem,Gospel (with Eminem),Gospel (with Eminem),70,210027,True,0.919,0.869,1,-4.441,1,0.232,0.103,1.2e-05,0.166,0.655,117.03,4,funk,,,,,,,,,0.46715537,0.07893041,0.28715524,0.07009482,0.009089501,0.026261598,0.04441582,0.016897155
8635,10011,37303,0Ult84lvFuqNvbyXwyRQ58,Clean Bandit;Julia Michaels,What Is Love? (Deluxe Edition),I Miss You (feat. Julia Michaels),71,205986,False,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,4,funk,,,,,,,,,0.5848788,0.056856666,0.24858701,0.046060115,0.004563506,0.017473059,0.026696157,0.01488471
8636,10013,37311,4oxLMRYgu8UBUchMm4OR3V,Clean Bandit;French The Kid;Rema,Sad Girls (feat. Rema) [Clean Bandit VIP Remix],Sad Girls (feat. Rema) [Clean Bandit VIP Remix],53,198263,True,0.794,0.818,5,-7.758,0,0.0744,0.104,0.328,0.101,0.792,124.036,4,funk,,,,,,,,,0.49325427,0.07437531,0.2831492,0.07809238,0.0061793774,0.02348146,0.028344361,0.013123628
8637,10014,37312,1KepQ8aCgeS1sXFpXzbmJ8,Clean Bandit;French The Kid;Rema;MOTi,Sad Girls (feat. Rema) [MOTi Remix],Sad Girls (feat. Rema) - MOTi Remix,55,198800,True,0.792,0.218,5,-24.843,1,0.156,0.365,0.00249,0.082,0.524,125.001,4,funk,,,,,,,,,0.49325427,0.07437531,0.2831492,0.07809238,0.0061793774,0.02348146,0.028344361,0.013123628
8638,10017,37317,4qJRHweiDSSpGDZ4yB9V5J,La Furia,Mete Seu Cachorro,Mete Seu Cachorro,52,298280,True,0.607,0.755,9,-5.324,1,0.0446,0.75,0.00772,0.168,0.707,137.559,4,funk,,,,,,,,,0.4463066,0.0745517,0.3273315,0.037954915,0.010881556,0.027103512,0.056292284,0.019577898
8639,10020,37321,1Hr0rfY2ZxxmSgZJwQEAhm,Mc IG,"Quem Acordou, Acordou","Quem Acordou, Acordou",51,152470,True,0.841,0.424,6,-7.413,1,0.317,0.127,0.0,0.125,0.834,113.472,5,funk,,,,,,,,,0.48786208,0.061421514,0.30498168,0.05641694,0.008866981,0.022305533,0.041027334,0.01711794
8640,10022,37323,4sGtZZD7zBZ1oqoQjkBg1z,UCLÃ;Sueth;Shoy;Mc IG,Rico E Bem Novin,Rico E Bem Novin,53,238000,True,0.611,0.547,7,-7.861,1,0.439,0.0717,0.0,0.157,0.355,158.852,4,funk,,,,,,,,,0.46999985,0.0634316,0.2850164,0.07665999,0.011087917,0.02462009,0.050585594,0.018598521
8641,10026,37327,3jUOrQ2uKek4CMgJEa4ihB,MC Hariel,Bica Na Canela,Bica Na Canela,51,242823,False,0.712,0.719,4,-2.993,1,0.393,0.324,0.0,0.0395,0.469,127.868,4,funk,,,,,,,,,0.4545477,0.058413647,0.33671987,0.05986355,0.009254703,0.021737741,0.04247368,0.016989099
8642,10027,37328,53DZTymdCwUwL9yJdqSLjR,Mc Davi,Tudo No Privê,Tudo No Privê,50,211200,False,0.636,0.547,5,-8.916,0,0.15,0.551,0.0,0.0967,0.456,149.951,4,funk,,,,,,,,,0.5012547,0.056758642,0.28568685,0.053034805,0.011063632,0.021772012,0.049060557,0.021368802
8643,10028,37329,1W9YxQnf8WL1Aw3n4ehIuS,MC Hariel;Lauana Prado,Mundão Girou (Inéditas) [Ao Vivo],Profecia - Ao Vivo,51,207465,False,0.583,0.542,4,-5.525,0,0.186,0.679,0.0,0.671,0.509,110.157,5,funk,,,,,,,,,0.4492452,0.035806816,0.35961634,0.075546026,0.008747042,0.019323885,0.033099078,0.018615562
8644,10030,37332,65qfqXncAHuQKC3PsRvUl4,Jão,ANTI-HERÓI,Fim De Festa,53,170940,False,0.474,0.456,10,-6.947,1,0.102,0.479,0.0,0.128,0.332,89.143,4,funk,,,,,,,,,0.48035395,0.057929613,0.2809978,0.078979984,0.010708324,0.021171592,0.050677974,0.019180808
8645,10033,37335,7dTWdIfi4ywqquu0aJCrad,Tz da Coronel;Caio Passos,Vida de Rei,Vida de Rei,52,192863,True,0.788,0.526,5,-6.305,0,0.0592,0.264,0.0,0.116,0.516,112.017,4,funk,,,,,,,,,0.37956503,0.09951716,0.37552214,0.053432085,0.0076822336,0.033453092,0.03755304,0.013275254
8646,10034,37337,2TpfIIAtMFi3ta7dncAT3o,MC Rhamon,Visão de Cria,Visão de Cria,50,166363,False,0.77,0.603,1,-5.882,1,0.378,0.512,0.0,0.0494,0.396,175.783,4,funk,,,,,,,,,0.47198942,0.0968634,0.2954437,0.047784407,0.007961345,0.027992176,0.037522558,0.01444296
8647,10035,37338,4nwpxJireCHR0SSVYMoCl1,Mc Kevin,Vida de Artista,Vida de Artista,51,181394,False,0.776,0.554,6,-7.109,1,0.347,0.195,0.0,0.103,0.709,90.058,4,funk,,,,,,,,,0.49012423,0.050576624,0.30457887,0.059853993,0.009744815,0.02114437,0.045315113,0.018661944
8648,10037,37341,6BvxXU49ho2foOtgd4dgXb,MC Hariel,"Chora Agora, Ri Depois",Espancando Recalque,51,241670,False,0.765,0.489,6,-8.782,1,0.708,0.43,0.0,0.172,0.792,170.155,4,funk,,,,,,,,,0.52459586,0.043497723,0.28130522,0.0655691,0.00869994,0.01829799,0.03634608,0.0216881
8649,10040,37350,4AE7Lj39VnSZNOmGH2iZaq,2Pac,R U Still Down? [Remember Me],Do For Love,75,281600,True,0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95.0,4,funk,,,,,,,,,0.7061406,0.016897155,0.16933951,0.037249267,0.003856078,0.009398554,0.014434368,0.04268448
8650,10041,37351,3Ga6eKrUFf12ouh9Yw3v2D,Anitta;J Balvin,Downtown,Downtown,72,193456,False,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,4,funk,,,,,,,,,0.4461592,0.06935549,0.30340803,0.06400818,0.012004528,0.028131755,0.055595145,0.021337632
8651,10042,37352,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,80,255373,False,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,funk,,,,,,,,,0.64541954,0.02991737,0.17962934,0.054108158,0.006955815,0.0147175295,0.029365944,0.03988629
8652,10043,37353,6tDxrq4FxEL2q15y37tXT9,2Pac,Me Against The World,Dear Mama,72,280000,True,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,4,funk,,,,,,,,,0.7159899,0.020436684,0.1528909,0.04029353,0.004067398,0.0111312205,0.015258452,0.0399319
8653,10044,37354,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,79,215906,False,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,funk,,,,,,,,,0.7619808,0.016076228,0.12607162,0.03586869,0.0031174144,0.008951936,0.012669433,0.035263862
8654,10045,37355,1SWVDBtw6h3tm9OehOkDhv,Dr. Dre;Eminem;Xzibit,2001,What's The Difference,75,244200,True,0.772,0.821,11,-0.14,0,0.25,0.223,0.0,0.148,0.77,91.921,4,funk,,,,,,,,,0.584824,0.030969044,0.1835745,0.0991111,0.008991719,0.018484134,0.033352748,0.040692758
8655,10046,37356,2oaK4JLVnmRGIO9ytBE1bt,Red Hot Chili Peppers,The Getaway,Dark Necessities,74,302000,False,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4,funk,,,,,,,,,0.47240987,0.034967124,0.2987259,0.0874779,0.010719286,0.020536575,0.041616295,0.033547025
8656,10047,37357,3G8gF1ClzlQBV66fz6S6JB,Trilha Sonora do Gueto,Us Fracu Num Tem Veiz,Favela Sinistra,51,215880,False,0.723,0.576,1,-10.626,1,0.582,0.232,0.0,0.131,0.963,111.326,1,funk,,,,,,,,,0.4552526,0.063233204,0.32465285,0.05413663,0.010340735,0.02490994,0.046809066,0.02066505
8657,10049,37359,00Ofee5Bbfstz49RfSL0oM,Gloria Groove;Sorriso Maroto,LADY LESTE,TUA INDECISÃO,51,230907,False,0.571,0.692,1,-6.82,1,0.0371,0.6,0.0,0.214,0.724,141.917,4,funk,,,,,,,,,0.5053614,0.040991504,0.3400753,0.045954786,0.006121242,0.015726663,0.026664158,0.019104956
8658,10052,37362,20ZP3Om9DvDazXrNUC7WM2,Rudimental;Jess Glynne;Macklemore;Dan Caplen,Toast to Our Differences (Deluxe Edition),"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",69,211760,False,0.654,0.798,0,-4.084,1,0.0451,0.188,0.0,0.15,0.574,92.207,4,funk,,,,,,,,,0.5680749,0.067740425,0.2318961,0.059534173,0.005586376,0.0203574,0.032970656,0.013839985
8659,10053,37364,1JQ1ylL2JEjC6Ib7IJgOvS,Mc Don Juan,7 Chaves,Coração Amoleceu,50,161365,True,0.7,0.359,3,-9.785,0,0.208,0.375,0.0,0.153,0.879,85.621,4,funk,,,,,,,,,0.47642106,0.06079003,0.28212816,0.08585015,0.009800702,0.022684159,0.04635529,0.015970467
8660,10057,37380,5IT7XxS3ioreEHQ2QYvMvI,DJ Arana,EU SOU O MAGO: Á ORIGEM,EU SOU O MAGO: Á ORIGEM,50,234552,True,0.581,0.794,4,-5.437,1,0.134,0.212,0.0079,0.449,0.34,131.966,4,funk,,,,,,,,,0.489064,0.054649178,0.30152032,0.05791422,0.009409902,0.02191277,0.04433114,0.021198548
8661,10060,37400,1ofhfV90EnYhEr7Un2fWiv,2Pac;Talent,Greatest Hits,Changes,73,268826,True,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,4,funk,,,,,,,,,0.60681033,0.015380812,0.25808582,0.04871109,0.004669078,0.011896826,0.015316794,0.03912924
8662,10061,37401,7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye;Tammi Terrell,United,Ain't No Mountain High Enough,82,151666,False,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4,funk,,,,,,,,,0.66762066,0.03509723,0.15866928,0.036631364,0.0070851375,0.016686616,0.030674925,0.04753476
8663,10062,37402,745H5CctFr12Mo7cqa1BMH,The Temptations,The Temptations Sing Smokey,My Girl,79,165000,False,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,4,funk,,,,,,,,,0.77331716,0.011985665,0.11952711,0.05145015,0.0023439536,0.0059912573,0.009439726,0.025945006
8664,10063,37403,2GqCEJpzmD81AJ2H0Hyz5T,MC Kaique da VP,Taca a Xereca pra Mim,Taca a Xereca pra Mim,63,260832,True,0.953,0.449,1,-7.409,1,0.061,0.0184,0.0,0.123,0.491,130.04,4,funk,,,,,,,,,0.46016598,0.05706579,0.36330825,0.04478595,0.0070695835,0.01954201,0.033435974,0.0146265095
8665,10064,37404,61dCUoMCg28qEBzrW6htYM,Clean Bandit;Jess Glynne,New Eyes,Rather Be (feat. Jess Glynne),72,227833,False,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,funk,,,,,,,,,0.5429257,0.06390036,0.27806538,0.048343793,0.0051672747,0.018687444,0.028881477,0.014028578
8666,10065,37405,142YjJNOuXjzeSDnB1ujw1,MC Levin,Sua amiga deu,Sua amiga deu,58,178173,True,0.947,0.556,7,-4.536,1,0.0736,0.277,5.43e-06,0.208,0.426,130.046,4,funk,,,,,,,,,0.4618025,0.0846116,0.26981226,0.063264854,0.012959152,0.027928993,0.06037481,0.01924579
8667,10066,37406,1GW9HiviLL0kWgcKhzpfoE,Gaab;MC Hariel,Só Por Hoje,Só Por Hoje,50,193422,False,0.624,0.337,11,-11.117,1,0.463,0.834,0.0,0.106,0.614,179.994,4,funk,,,,,,,,,0.58178735,0.020652879,0.25365287,0.066235155,0.006305166,0.013707634,0.021697694,0.035961315
8668,10067,37408,44SoNflj7JIydOLCVoa9Vy,UCLÃ;Major RD;Sos,Bola de Haxixe,Bola de Haxixe,50,192764,True,0.882,0.668,0,-7.342,1,0.306,0.00668,0.0,0.262,0.716,130.005,4,funk,,,,,,,,,0.45881823,0.062551446,0.27584338,0.09656303,0.011382684,0.026137164,0.052132715,0.016571408
8669,10069,37417,7eL0pC73XR5EF940YEk79k,Kyan,Mandrake,Mandrake,50,112764,True,0.884,0.77,8,-4.504,0,0.231,0.121,0.0,0.107,0.747,86.729,5,funk,,,,,,,,,0.5217186,0.03976126,0.29379603,0.06507193,0.007835048,0.01860332,0.033622842,0.019590952
8670,10070,37440,411ZgO67nKxR1lg44sYnlW,Simone & Simaria,Bar Das Coleguinhas (Ao Vivo),Quando O Mel É Bom - Ao Vivo,51,234093,False,0.547,0.8,11,-3.036,1,0.26,0.482,0.0,0.311,0.607,175.695,4,funk,,,,,,,,,0.4408977,0.05454017,0.35941434,0.054097403,0.009696524,0.021595065,0.0401717,0.019587073
8671,10071,37450,4OoYfejHABzYe2mG8p5s8b,Clean Bandit;iann dior,Higher (feat. iann dior),Higher (feat. iann dior),63,203953,False,0.716,0.736,1,-5.18,0,0.0363,0.336,1.4e-05,0.137,0.542,104.018,4,funk,,,,,,,,,0.54510206,0.08001395,0.24755166,0.04204168,0.0056699803,0.025685662,0.03845747,0.015477516
8672,10072,37451,54X78diSLoUDI3joC2bjMz,Prince,Purple Rain,Purple Rain,75,520786,False,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4,funk,,,,,,,,,0.68896544,0.032622598,0.15301019,0.039728627,0.005612641,0.01363493,0.024353806,0.042071816
8673,10073,37452,1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Results May Vary,Behind Blue Eyes,74,269973,False,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,4,funk,,,,,,,,,0.56171924,0.030513713,0.2730973,0.036843028,0.008429061,0.014576981,0.033092476,0.041728225
8674,10074,37453,2avKuMN2QXkaG9vvHa2JLt,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Take A Look Around,74,321040,False,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,4,funk,,,,,,,,,0.6482193,0.020002248,0.2115789,0.05634013,0.0045289854,0.011449527,0.01681962,0.031061387
8675,10075,37454,2wVQcA1YCuGL6EW0QbgVoV,Clean Bandit;A7S,Everything But You (feat. A7S),Everything But You (feat. A7S),70,198014,False,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,funk,,,,,,,,,0.6240749,0.06297712,0.20574905,0.034911253,0.005069241,0.01901179,0.03166193,0.016544687
8676,10076,37457,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,80,313573,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,funk,,,,,,,,,0.3461318,0.100406505,0.22849306,0.111535676,0.02708199,0.043406263,0.11664481,0.026299927
8677,10077,37500,3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",Raise!,Let's Groove,79,339320,False,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,4,funk,,,,,,,,,0.7961911,0.012468845,0.121782824,0.021306159,0.001861837,0.0058865943,0.0077460217,0.032756668
8678,10078,37501,1dtTRXifeGC51adYy0902s,Yung Bae;bbno$;Billy Marchiafava,Bad Boy,Bad Boy,62,187570,False,0.861,0.82,1,-4.807,0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,4,funk,,,,,,,,,0.7111261,0.021112563,0.15858503,0.047793917,0.0040548854,0.009872795,0.017787836,0.029666804
8679,10079,37502,7sKt5Y2zJpYw78iAxndB8y,2Pac;Rappin' 4-Tay,All Eyez On Me,Only God Can Judge Me (ft. Rappin' 4-Tay),68,296906,True,0.802,0.787,11,-6.009,0,0.206,0.00127,0.000181,0.0763,0.806,90.189,4,funk,,,,,,,,,0.6182569,0.041996844,0.2375767,0.03911659,0.0047246786,0.015731348,0.02195054,0.02064641
8680,10080,37503,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,Stadium Arcadium,Dani California,78,282160,False,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4,funk,,,,,,,,,0.622703,0.012642443,0.24897128,0.059501994,0.0037811587,0.008235486,0.011681786,0.03248289
8681,10081,37504,6eCmK3GQyFuTNWCJHsaF9d,Clean Bandit;Topic;Wes Nelson,Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),71,179374,False,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63e-06,0.094,0.771,125.994,4,funk,,,,,,,,,0.4386557,0.102677524,0.18542041,0.10959533,0.017448995,0.041028153,0.082671076,0.0225029
8682,10082,37505,3FkeNbs9Zeiqkr3WkbOiGp,Anitta,Versions of Me,Envolver,76,193805,False,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4,funk,,,,,,,,,0.5439445,0.060380936,0.23022239,0.051170424,0.011743197,0.021500705,0.05799447,0.023043435
8683,10083,37520,6gzVD8bO9q9AgF2y7gOAyV,Flora Matos,FLORA DE CONTROLE,FINGE QUE ME ODEIA,50,161000,False,0.754,0.553,11,-8.757,0,0.0491,0.168,0.0,0.149,0.619,148.025,4,funk,,,,,,,,,0.49655342,0.06713462,0.25812936,0.06546078,0.012318281,0.025040904,0.055765375,0.01959726
8684,10084,37541,4isHeZRxdYw7IgGvl8OPwq,Chancho En Piedra,Marca Chancho,Eligiendo Una Reina,50,245640,False,0.767,0.896,9,-3.005,1,0.0433,0.0127,0.0,0.11,0.966,125.255,4,funk,,,,,,,,,0.6008458,0.024864353,0.24444781,0.054093126,0.0071508633,0.0134026185,0.02765438,0.027541054
8685,10086,37551,4BggEwLhGfrbrl7JBhC8EC,Crazy Town,The Gift Of Game,Butterfly,73,216733,False,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4,funk,,,,,,,,,0.7482857,0.016995797,0.12019325,0.049027927,0.0038810177,0.009422763,0.015584732,0.03660874
8686,10087,37552,7q6lr1W6cmGWijl5kCv5RG,Eazy-E,It's On (Dr. Dre) 187um Killa,Real Muthaphuckkin G's,50,332626,True,0.735,0.797,11,-4.611,0,0.285,0.0174,0.0,0.62,0.731,170.444,4,funk,,,,,,,,,0.61271405,0.020305062,0.23848395,0.06297344,0.0048263487,0.011470035,0.01891296,0.030314164
8687,10088,37553,1U8Ho1nOzKXYDvfigOuHG4,Dr. Dre;Snoop Dogg;Akon,Kush,Kush - Main,65,235120,True,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72e-05,0.105,0.375,94.968,4,funk,,,,,,,,,0.58249635,0.015781626,0.30987722,0.043191258,0.003584512,0.008439862,0.0122879,0.024341257
8688,10089,37554,6Q4foUefrAyCt8VxJFML56,MC Kevinho,Olha A Explosão,Olha A Explosão,70,162053,False,0.778,0.635,6,-2.892,1,0.112,0.107,0.0,0.0608,0.379,90.008,4,funk,,,,,,,,,0.4769148,0.03846456,0.32721904,0.08854063,0.0071597924,0.016763506,0.030937197,0.014000489
8689,10090,37555,7rUchbZxrhF29Q0vYjKEU0,2Pac,All Eyez On Me,Can't C Me,70,330760,True,0.795,0.852,0,-2.238,1,0.178,0.0442,3.47e-06,0.39,0.673,95.44,4,funk,,,,,,,,,0.6926876,0.01635087,0.16188306,0.07012797,0.003979562,0.009290807,0.01502975,0.03065044
8690,10091,37556,5e3YOg6fIkP0wD5TyxcHOH,Living Colour,Vivid (Expanded Edition),Cult of Personality,68,294826,False,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,4,funk,,,,,,,,,0.6435813,0.022893015,0.19575009,0.062015895,0.0052923067,0.012986896,0.020483792,0.03699672
8691,10092,37557,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Menagerie,Lovely Day,76,254560,False,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,funk,,,,,,,,,0.7250875,0.02402509,0.17142056,0.024013529,0.0029048666,0.008968987,0.013763891,0.029815597
8692,10093,37558,0YeLqMwKztVZ1MIZ4oYW4e,The Spencer Lee Band,Fifty Shades Freed (Original Motion Picture Soundtrack),The Wolf,51,174653,False,0.777,0.912,9,-4.746,1,0.186,0.0932,0.0,0.143,0.659,100.941,4,funk,,,,,,,,,0.65196395,0.026145054,0.1921942,0.055845104,0.0056443517,0.0128179975,0.024960577,0.03042872
8693,10094,37560,2pGC8RQhmhFbZ6Fl5olWHZ,Clean Bandit;Anne-Marie,Spotify Singles,Rockabye (feat. Anne-Marie) - Recorded at Spotify Studios NYC,52,225005,False,0.833,0.642,0,-6.959,1,0.0753,0.361,2.7e-05,0.117,0.567,102.012,4,funk,,,,,,,,,0.5575348,0.046898533,0.28887504,0.050182205,0.0042341854,0.015234076,0.023831297,0.013209861
8694,10095,37600,67ncYmW29pNJJY2yXuLPwT,Ice Cube,Greatest Hits,You Know How We Do It,67,232786,True,0.743,0.651,10,-6.269,0,0.0343,0.0231,0.00388,0.0851,0.543,92.876,4,funk,,,,,,,,,0.6591251,0.027921934,0.18011743,0.057215933,0.0059200916,0.013379953,0.024051351,0.032268178
8695,10096,37601,2dCmGcEOQrMQhMMS8Vj7Ca,Rick James,Street Songs (Deluxe Edition),Super Freak,75,205466,False,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,4,funk,,,,,,,,,0.79638094,0.0070214067,0.11222723,0.037794463,0.0017958899,0.0047173784,0.0060004173,0.034062196
8696,10097,37602,0XRbYXQUymj9SJkrr8YK5B,2Pac,Strictly 4 My N.I.G.G.A.Z...,Keep Ya Head Up,71,262506,True,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329,4,funk,,,,,,,,,0.71833235,0.014878167,0.17207243,0.04538341,0.0026231469,0.008052837,0.010151117,0.02850654
8697,10098,37603,3ao5U0ksMLvgSoJqOpsgmv,Bonde R300,Oh Nanana,Oh Nanana,54,217891,True,0.606,0.536,1,-2.431,0,0.53,0.0506,0.0,0.0938,0.614,172.335,5,funk,,,,,,,,,0.5483631,0.035397027,0.2063606,0.14031914,0.0070462367,0.016308654,0.028450247,0.017755004
8698,10099,37607,7jLbTp3qZzah9kMIdW8e5M,2Pac,Loyal To The Game,Ghetto Gospel,69,238053,True,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,4,funk,,,,,,,,,0.73425037,0.01782641,0.15377079,0.029498825,0.003431079,0.009974581,0.014760277,0.03648763
8699,10100,37608,22NJuIC2JVHSOmT6c6IKaO,Coolio;L.V.,Gangsta's Paradise,That's How It Is - Skit,52,60306,True,0.51,0.539,7,-14.628,0,0.891,0.466,0.0,0.379,0.375,173.202,3,funk,,,,,,,,,0.7144736,0.018100012,0.1542255,0.05377478,0.003821825,0.009964916,0.015702847,0.029936502
8700,10101,37609,5KnqauuLF6qyZA9RzfeKxG,Red Hot Chili Peppers,Return of the Dream Canteen,The Drummer,68,202888,False,0.536,0.894,9,-5.687,1,0.0479,0.00596,0.0168,0.118,0.784,174.899,4,funk,,,,,,,,,0.66653335,0.020233424,0.19677736,0.036101744,0.004776738,0.011836579,0.018733881,0.04500689
8701,10102,37651,6vBMMa2erexusV4XrgXea9,2Pac,Until The End Of Time,Lil' Homies,64,223973,True,0.897,0.815,10,-4.227,0,0.212,0.159,0.0,0.0637,0.804,97.6,4,funk,,,,,,,,,0.7052609,0.018166484,0.17760769,0.038730703,0.0035055103,0.009311797,0.013473349,0.033943646
8702,10103,37652,7cpC2EuFMexgy392K13RZb,Red Hot Chili Peppers,Return of the Dream Canteen,Fake as Fu@k,66,262373,True,0.599,0.777,8,-6.037,0,0.0922,0.0355,0.00301,0.0936,0.401,132.252,4,funk,,,,,,,,,0.7110358,0.012910203,0.19265614,0.032138374,0.0027612068,0.007745603,0.010913034,0.029839687
8703,10104,37653,3W2reBya7FkjHCP1B2nmQr,Red Hot Chili Peppers,Return of the Dream Canteen,Peace and Love,67,243224,True,0.68,0.679,10,-6.076,1,0.0423,0.00495,0.00861,0.0953,0.867,83.821,4,funk,,,,,,,,,0.7253055,0.01171011,0.1495009,0.050585106,0.0033712492,0.0074705435,0.011562395,0.04049423
8704,10105,37657,0G1BEi8ByngMCJqcPnDACw,Red Hot Chili Peppers,Return of the Dream Canteen,Eddie,66,341986,False,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,4,funk,,,,,,,,,0.686535,0.023771903,0.15960234,0.052502815,0.005073075,0.012745007,0.021612685,0.03815717
8705,10106,37660,7BCxIjRsqbc9Yiy2haBCIK,Red Hot Chili Peppers,Return of the Dream Canteen,Tippa My Tongue,66,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,funk,,,,,,,,,0.728753,0.013472325,0.14199635,0.05181636,0.0033274346,0.008694983,0.012051072,0.039888497
8706,10107,37700,4zoZQvmST8gliv9S9L8lUw,KC & The Sunshine Band,Do You Wanna Go Party,Please Don't Go,71,230440,False,0.445,0.75,6,-7.159,1,0.035,0.00805,0.0,0.0358,0.466,95.957,4,funk,,,,,,,,,0.8084422,0.01314278,0.09600295,0.026436621,0.0022378056,0.006350004,0.009650934,0.037736766
8707,10108,37701,5iVyv5cB28Za3NbNnWHpry,Coolio,Gangsta's Paradise,Geto Highlites,53,276466,False,0.805,0.686,8,-8.671,1,0.159,0.194,0.0,0.263,0.602,87.414,4,funk,,,,,,,,,0.5874878,0.025523474,0.262893,0.04128855,0.006422318,0.014562284,0.021723708,0.040098954
8708,10109,37702,1OUPXna2MCgAt3VNmXJBtg,Tropkillaz;J Balvin;Anitta;ZAAC,Bola Rebola,Bola Rebola,66,193440,False,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,funk,,,,,,,,,0.48499554,0.07762219,0.27367738,0.05028112,0.0114088245,0.02704225,0.052657194,0.022315502
